4a0f97cf-8067-cc87-e912-06b891ca5b95	KFC	https://www.delivery-club.ru/naturmort/616c9e907e9b2_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	25-35 –º–	1	04.–º–
e6005b6e-78af-62d6-785f-953a29977a1d	Burger King	https://www.delivery-club.ru/naturmort/62177a188acfd_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-40 –º–	1	04.–∏—
a85be4e5-4c7d-98a3-8487-e28ad700ad29	"5@5<>:	https://www.delivery-club.ru/naturmort/5dbaaa5307175_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	25-35 –º–	1	04.–º–
1afae289-edc2-77f0-24c8-aedfe7349a8c	FAR–	https://www.delivery-club.ru/naturmort/5f6ada09c3aa4_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	25-35 –º–	1	04.–∞–
a3c66e90-8d5e-aa30-41aa-75b0fc252c27	(0C@<C E@GC	https://www.delivery-club.ru/naturmort/5e282c7857948_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	25-35 –º–	1	04.–∞–
6a58f364-6cd6-bb07-c879-1338ae079223	(>:>;04=8F0	https://www.delivery-club.ru/naturmort/62a8af5167658_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	25-35 –º–	1	04.–∞–
e9ca52cc-9b10-9956-e61b-93baf0eb913e	"5E=8:C< 	https://www.delivery-club.ru/naturmort/33000117_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	25-35 –º–	1	04.–∞–
430c43c7-8081-8527-d17d-45b55a5b11d6	@>H:0 0@B>H:0	https://www.delivery-club.ru/naturmort/5fc0b976a6add_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	45-55 –º–	1	04.–º–
936974fb-97cc-9d61-2f64-e25dc0489a8e	Zotman pizza	https://www.delivery-club.ru/naturmort/624417e9b9e1a_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	25-35 –º–	1	04.–∏—
7a9670ea-3b63-62a5-16fb-47494612eb8a	0AB@><0@:5B >:@C3 !25B0	https://www.delivery-club.ru/naturmort/2000019_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	25-35 –º–	1	04.—è–
c4a4215b-b7b9-7203-ac08-d8c5d1b559a1	"0=C:8	https://www.delivery-club.ru/naturmort/62f60f8b5b5bc_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	50-60 –º–	1	04.–º–
97794750-a93e-24a8-43f5-fb2e94e1f7bc	VinoVano	https://www.delivery-club.ru/naturmort/63492264613ad_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	45-55 –º–	1	
653de088-3063-5c50-74a4-7f8acf6f322b	BAZZAP	https://www.delivery-club.ru/naturmort/5000053_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	45-55 –º–	1	
83533f2f-888b-1bc7-15ef-f4acbdd67c3b	Burger Factory by WRF	https://www.delivery-club.ru/naturmort/6000035_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-40 –º–	1	04.–∏—
204c6136-62f4-08a7-2e5d-72a049ee50e5	%;51 0ACI=K9	https://www.delivery-club.ru/naturmort/632ecc7322d10_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	25-35 –º–	1	04.—Ñ–
2835d0dd-1234-4942-081b-a3e02aa13674	'09E>=0 	https://www.delivery-club.ru/naturmort/5f57a69467326_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	45-55 –º–	1	04.–º–
8b92137a-48f0-d9dd-b1d7-ff04e67b2cb5	Subway	https://www.delivery-club.ru/naturmort/5f97d30c3c57f_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	20-30 –º–	1	04.–∞–
55c0268f-490e-5df4-1af0-fe7a07777a0d	PIZZASUSHIWOK	https://www.delivery-club.ru/naturmort/5d4bcb6c0b3db_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	60-70 –º–	600	04.–∏—
cb849acc-5446-4613-0477-b7bca7374d5e	Pizza Maestrello	https://www.delivery-club.ru/naturmort/621c7d0f05bd2_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	35-45 –º–	1	04.–∏—
e2bc7f25-183d-cd87-3d01-f53a9dbeedfc	Duck it	https://www.delivery-club.ru/naturmort/36000084_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-40 –º–	1	04.–∞–
0ec5678b-ce0d-077c-5839-5cdffa495197	BB&Burgers	https://www.delivery-club.ru/naturmort/6239d9ce161ae_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	25-35 –º–	1	04.–º–
343e8c1b-8f22-dd41-936f-b7223075f88d	>D5<0=8O	https://www.delivery-club.ru/naturmort/595a65b146544_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	35-45 –º–	1	04.–∞–
1c1bf1a9-b83e-42a7-d221-ed1ea6496c1e	6>=46>;8	https://www.delivery-club.ru/naturmort/5f2d51bb4dbfc_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	25-35 –º–	1	04.–∏—
7449766e-57fe-16d8-df8e-a74b91fbafeb	Hot Dog Bulldog	https://www.delivery-club.ru/naturmort/61e15f8b868dc_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	40-50 –º–	1	04.–∞–
bfd2551c-2bea-d95d-81a5-77e748af8a17	Soup&Go	https://www.delivery-club.ru/naturmort/24000183_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	04.–∏—
c8718588-ed0e-89bd-c826-d747db626aff	(0H;KG=K9 <8:A	https://www.delivery-club.ru/naturmort/5000053_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	04.–º–
e7c61c7d-64c6-7169-e95c-e4d7d2c7d4be	0?0 6>=A	https://www.delivery-club.ru/naturmort/623c3098bf1c1_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	04.–∏—
d50813b2-f1b1-f05f-fb37-a77ad44892b6	8E>=	https://www.delivery-club.ru/naturmort/2000025_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	04.–∞–
28ed769a-cee5-1f7e-a81d-6e6cdaa509f9	#G:C4C:	https://www.delivery-club.ru/naturmort/62616215da040_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	04.–∏—
6d345b2b-a59a-e33f-93d4-20e0262b3178	;81010	https://www.delivery-club.ru/naturmort/19000227_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	04.–∞–
b56c4991-13b5-1686-754b-772e35669706	BUNKER	https://www.delivery-club.ru/naturmort/1000040_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	
64347d3d-f95c-7c3f-c78b-e4d17e17b0ab	DINO –ì–æ–ª–	https://www.delivery-club.ru/naturmort/26000200_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	04.–º–
19765981-f2cb-cc66-1a2b-f6ebc5c065fa	8FF0 MAFIA	https://www.delivery-club.ru/naturmort/1000038_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	50-70 –º–	600	04.–º–
d839ca2d-34be-6677-95fe-4d8ffc80288d	(#  1	https://www.delivery-club.ru/naturmort/26000200_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	04.–∏—
6795347e-e015-3da2-51b2-a168cddecb0f	(#   #/%	https://www.delivery-club.ru/naturmort/629f70f62dc73_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	50-70 –º–	600	4
ac5f2122-8b81-d8ff-b9a0-4b78e4d1c5fc	CHILLI'S BAR	https://www.delivery-club.ru/naturmort/619e1cdad62bf_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	
2e5ed577-8351-4581-ef35-86ccc32f12bd	(0C@3@04	https://www.delivery-club.ru/naturmort/630b533931fea_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	04.–º–
ae82b0a0-ca5e-cd64-b9f6-393e037fb9c8	0?H0 8 #B:0. $> 1>	https://www.delivery-club.ru/naturmort/36000082_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	04.–∞–
010b506b-32a9-b917-4ea1-b8de90bea730	SeaZone	https://www.delivery-club.ru/naturmort/42000071_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	5
746f36b1-c938-ffb5-368a-ee20fb0f1fc2	SUSHI ‚Ñ	https://www.delivery-club.ru/naturmort/599fcd9a03699_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	60 –º–	700	04.–∏—
22b9fa2c-25f4-7648-a131-42c9512f3d71	8<-'>A>=	https://www.delivery-club.ru/naturmort/38000076_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	5
e30dadd9-2c4a-e786-fb32-325999814fd6	(0C@<0 %0CA	https://www.delivery-club.ru/naturmort/19000229_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	04.–∏—
ba8d671c-1a33-45b4-7ef6-ff425a7d5a6c	'51C@5G=0O RZN	https://www.delivery-club.ru/naturmort/43000087_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	04.–∞–
936ea18b-6ea3-a37d-98ef-74fb3c39c8bc	Cream Soda Breakfast&Cakes	https://www.delivery-club.ru/naturmort/34000060_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	15-30 –º–	1	5
5eed9575-2ce6-4fc7-165b-3e91d097aa4d	"040	https://www.delivery-club.ru/naturmort/27000057_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	04.–º–
84710d0a-458c-bbac-43c6-f295c9f4145f	"@0BB>@8O '5A=>:	https://www.delivery-club.ru/naturmort/1000040_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	5
efb6ff2b-7392-f27b-3c27-3b908cee0dfa	(0C@<0 !8B8	https://www.delivery-club.ru/naturmort/19000228_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	04.–º–
63273ec5-b4bf-6465-276b-9e6eabdd3eeb	$	https://www.delivery-club.ru/naturmort/63343dc9990ae_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	50-70 –º–	800	04.–º–
95da962c-7b74-d44a-08cb-8867a7b928c9	0?0 6>=A	https://www.delivery-club.ru/naturmort/5953bd5d78521_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	60 –º–	1000	04.—Ñ–
e4194b5c-44f9-657c-e1b4-ffa9dc4d3430	DONUTS CAF√	https://www.delivery-club.ru/naturmort/62f67b7d5219a_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	25-35 –º–	1	04.–∏—
a2fa41ce-67f0-040e-def9-ba8141e35d74	'09E>=0 1	https://www.delivery-club.ru/naturmort/60e94fac525de_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	40-50 –º–	1	04.–∏—
5413c5e1-2cf5-dba0-ff0f-d5cd2e38847e	Extra Sushi	https://www.delivery-club.ru/naturmort/2000023_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	40-50 –º–	999	04.–∞–
693dfb19-98d7-d455-a651-934686e289e0	Lambic	https://www.delivery-club.ru/naturmort/6352cf63d7e71_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	35-45 –º–	1	04.–∞–
a1f8096d-8960-f153-7dad-981fecd67e65	THE BEST BURGERS	https://www.delivery-club.ru/naturmort/60eaef4b67061_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	35-45 –º–	1	04.–∞–
27edbe01-32a9-bc1a-d6e6-419b95dd663b	Mamma ria by WRF	https://www.delivery-club.ru/naturmort/27000058_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	25-35 –º–	1	
c235c9c6-dbd3-9335-5073-0487f2ed885e	Burger	https://www.delivery-club.ru/naturmort/63356d4ce92c3_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	50-70 –º–	1	04.–∞–
ae3fd27b-3135-8446-a677-8f99c2f204f1	0@G5;;8A	https://www.delivery-club.ru/naturmort/5c373edb26bc7_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	35-45 –º–	1	04.–∏—
d6c1efe7-6b7e-37f3-6c2b-70be1c36288a	"!" &  !	https://www.delivery-club.ru/naturmort/62357d3d9034a_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	50-60 –º–	999	04.—Ñ–
e94db680-d8a5-0bd5-7548-5bbe7aa234c8	>@G<0 "0@0A C;L10	https://www.delivery-club.ru/naturmort/5e9f10c79a3f2_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-40 –º–	1	04.–º–
020f69a4-777b-f399-1ca0-e8dd53989bdc	 515@=0O 1	https://www.delivery-club.ru/naturmort/25000111_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	25-35 –º–	1	04.–∞–
041ad7c1-b8db-7c06-5a41-084e1835dbfe	;8=15@8	https://www.delivery-club.ru/naturmort/609a744b1ccb2_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-40 –º–	1	04.–º–
cfcf466d-8634-a3a7-4da8-162d74837cd5	Corleone Pizza	https://www.delivery-club.ru/naturmort/59fb3a37e2fc1_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	60 –º–	990	03.—Å–
9b70965a-8f61-ab66-1809-ce9eae324de5	0D5 %8=:0;L=0O	https://www.delivery-club.ru/naturmort/5ee1ec21e6503_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-40 –º–	1	04.–∏—
156fd262-b3e7-6402-810c-173aa57c285d	!B0@4>3A	https://www.delivery-club.ru/naturmort/60d201646d507_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	25-35 –º–	1	
85c7650e-ce89-408d-0004-be5aae7485b7	Hang Pho	https://www.delivery-club.ru/naturmort/5fd73a8288e6e_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	40-50 –º–	1	04.–∞–
f1027ecf-9f2a-65f8-ec84-d97278b36f7e	<?5@8O ?8FFK	https://www.delivery-club.ru/naturmort/5f7afdb43bf13_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	60-70 –º–	1199	4
80bfdd29-b96d-4aba-0a6b-cc1ede72cf42	Berry fruit vitamin & fresh bar	https://www.delivery-club.ru/naturmort/5ee0e657a9643_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	40-50 –º–	1	
866666b5-b49a-65c7-1700-4162261557fa	(0H;KG>:-24	https://www.delivery-club.ru/naturmort/61ab7bc6176de_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	50-70 –º–	990	04.—Ñ–
c8faf781-4b9d-91dc-c6ea-23d6d2c30c80	@CA=8:0	https://www.delivery-club.ru/naturmort/61e6ae9e11d01_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-40 –º–	1	04.—Ñ–
9e2742d7-c489-374e-405d-a37daa086f8d	TVO–Ø Pizza delivery	https://www.delivery-club.ru/naturmort/60755dc57168c_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	55-65 –º–	1	04.–º–
62b55d3f-8e50-8074-0d7b-8f7a913a7d72	>:5 >;;	https://www.delivery-club.ru/naturmort/612f832043080_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-40 –º–	1	04.–º–
ad1a7e58-cafa-ff71-bf74-2c723b2ea9d2	Ramen & Wok	https://www.delivery-club.ru/naturmort/34000063_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	
2a1beb5b-eed7-9098-91b1-8d0b54631a5f	(0H;K: Hits	https://www.delivery-club.ru/naturmort/5bbe7976c7c52_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	35-45 –º–	250	04.–º–
fd567c8f-5895-ccb2-64fb-c15427c15030	Mama Roma	https://www.delivery-club.ru/naturmort/5fb6465205675_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	04.—è–
9d1269fe-c71f-ac5a-491e-0cd504d9b76a	Vosem	https://www.delivery-club.ru/naturmort/6000029_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	
4f7e5908-fff7-8363-5e79-0a367fc71d56	MiaSushi	https://www.delivery-club.ru/naturmort/5953bed167c0f_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	60 –º–	1199	04.–º–
90ed7c99-bf04-b147-50eb-25208d63c620	&0@A:0O (025@<0	https://www.delivery-club.ru/naturmort/6152d621ad86b_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	04.–∞–
051b5d09-d97a-c4c7-cbbf-e766f9afe427	$8;045;LD8O	https://www.delivery-club.ru/naturmort/5efb5afac3b8e_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	04.–∞–
649dc509-441c-8b03-1d58-2ea31dcbc9be	'C45A=K9 3>@H>G5:	https://www.delivery-club.ru/naturmort/5fce0cabb6a4d_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	04.–º–
24329244-6d55-f3e0-7668-05e0fbd77ba9	Liman	https://www.delivery-club.ru/naturmort/5ee36b79eade0_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	04.–º–
4733b438-9d22-aaab-3df2-6c32ab249c0d	>4AB@5;5==0O CAK=O	https://www.delivery-club.ru/naturmort/25000110_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	
b6626190-bb2d-066e-84bd-f1c4f16bf579	U DO	https://www.delivery-club.ru/naturmort/5f03390d27743_480x300.jpg?resize=fill&width=960&height=960&gravity=ce&out=webp	30-45 –º–	1	
